FSCL_YR,MINC,MINE,PADN,DEPT_EN_DESC,ROBJ_CD,ROBJ_EN_NM,PRJCT_EN_DESC,TOT_CY_XPND_AMT,AGRG_PYMT_AMT
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,41,Legal Services,Burke J Dryden Ont,0,215308
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,41,Legal Services,Cameron G Toronto Ont,0,105432
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,41,Legal Services,Wallace Klein Partners in Law LLP North Bay Ont,0,279201
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,41,Legal Services,TD Mathany Barrister & Solicitor Dresden Ont,0,149852
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,41,Legal Services,Thompson Lerose & Brown Trail BC,0,328943
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,41,Legal Services,Warren RD Richmond Hill Ont,0,106847
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,41,Legal Services,Wells Lamey Mailman & Bryson Chester NS,0,245715
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,41,Legal Services,White NR Hamilton Ont,0,261502
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,41,Legal Services,William B Hogle Professional Edmonton Alta,0,162589
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,41,Legal Services,Willows Wellsch Orr & Brundige LLP Regina Sask,0,127529
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,41,Legal Services,Wyatt Purcell Stillman Brantford Ont,0,234876
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,41,Legal Services,Wyrzykowski & Robb Sarnia Ont,0,406950
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,41,Legal Services,Yusep JJ Canmore Alta,0,212337
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,41,Legal Services,,36842478,0
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,48,Management Consulting,"Service payments under $100,000 (2 payees)",0,11155
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,48,Management Consulting,,11155,0
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,89,Other Services,Corporate Research Group Ottawa Ont,0,171591
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,89,Other Services,"Service payments under $100,000 (54 payees)",0,568763
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,86,Temporary Help Services,"Service payments under $100,000 (17 payees)",0,156487
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,86,Temporary Help Services,,156487,0
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,44,Training and Educational Services,"Service payments under $100,000 (110 payees)",0,580858
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,44,Training and Educational Services,,580858,0
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,46,Protection Services,Canadian Corps of Commissionaires Ottawa Ont,0,369887
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,46,Protection Services,"Service payments under $100,000 (17 payees)",0,93046
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,46,Protection Services,,462933,0
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,82,Special Fees and Services,Law Society of Alberta Calgary Alta,0,130083
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,82,Special Fees and Services,Law Society of British Columbia Vancouver BC,0,107600
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,82,Special Fees and Services,Law Society of Upper Canada Toronto Ont,0,311278
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,82,Special Fees and Services,"Service payments under $100,000 (110 payees)",0,637482
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,82,Special Fees and Services,,1186443,0
2012/2013,15,Justice,19,Office of the Director of Public Prosecutions,89,Other Services,,740354,0
2012/2013,24,Veterans Affairs,21,Veterans Affairs,40,Business Services,,18646639,0
2012/2013,24,Veterans Affairs,21,Veterans Affairs,40,Business Services,CGI Group Inc Montr̩al Que,0,183791
2012/2013,24,Veterans Affairs,21,Veterans Affairs,40,Business Services,Correctional Service of Canada Ottawa Ont,0,418462
2012/2013,24,Veterans Affairs,21,Veterans Affairs,40,Business Services,Justice Canada Ottawa Ont,0,137260
2012/2013,24,Veterans Affairs,21,Veterans Affairs,40,Business Services,Foreign Affairs and International Trade Canada Ottawa Ont,0,120722
2012/2013,24,Veterans Affairs,21,Veterans Affairs,40,Business Services,Entreprise Andr̩ Barsalou Dollard-des-Ormeaux Que,0,275347
2012/2013,24,Veterans Affairs,21,Veterans Affairs,40,Business Services,Human Resources and Skills Development Canada Ottawa Ont,0,1722581
2012/2013,24,Veterans Affairs,21,Veterans Affairs,40,Business Services,Library and Archives Canada Ottawa Ont,0,552304
2012/2013,24,Veterans Affairs,21,Veterans Affairs,40,Business Services,MKI Travel and Conference Management Ottawa Ont,0,540527
2012/2013,24,Veterans Affairs,21,Veterans Affairs,40,Business Services,National Capital Commission Ottawa Ont,0,132109
2012/2013,24,Veterans Affairs,21,Veterans Affairs,40,Business Services,Public Works and Government Services Canada Gatineau Que,0,1336708
2012/2013,24,Veterans Affairs,21,Veterans Affairs,40,Business Services,Right Management Toronto Ont,0,1002852
2012/2013,24,Veterans Affairs,21,Veterans Affairs,40,Business Services,Shared Services Canada Ottawa Ont,0,392000
2012/2013,24,Veterans Affairs,21,Veterans Affairs,40,Business Services,WCG International Consultants Victoria BC,0,10000948
2012/2013,24,Veterans Affairs,21,Veterans Affairs,40,Business Services,"Service payments under $100,000 (289 payees)",0,1831028
2012/2013,24,Veterans Affairs,21,Veterans Affairs,41,Legal Services,,603292,0
2012/2013,24,Veterans Affairs,21,Veterans Affairs,41,Legal Services,Justice Canada Ottawa Ont,0,603000
2012/2013,24,Veterans Affairs,21,Veterans Affairs,41,Legal Services,"Service payments under $100,000 (1 payee)",0,292
2012/2013,24,Veterans Affairs,21,Veterans Affairs,44,Training and Educational Services,,1393220,0
2012/2013,24,Veterans Affairs,21,Veterans Affairs,44,Training and Educational Services,Bank of Montreal Montr̩al Que,0,182521
2012/2013,24,Veterans Affairs,21,Veterans Affairs,44,Training and Educational Services,Canada School of Public Service Ottawa Ont,0,208409
2012/2013,24,Veterans Affairs,21,Veterans Affairs,44,Training and Educational Services,"Service payments under $100,000 (439 payees)",0,1002290
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,,333065584,0
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Annapolis Royal Nursing Home Annapolis Royal NS,0,200080
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Annapolis Valley District Health Authority Kentville NS,0,3175990
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Atlantic Health Sciences Corporation  Saint John NB,0,7879262
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Beach Grove Home Charlottetown  PEI,0,261702
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Begin J (Dr) Kirkland Que,0,117099
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Boissinot P (Dr) Saint-Raymond Que,0,138600
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Broadmead Care Society Victoria BC,0,4578738
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Calian Technologies Ltd Ottawa Ont,0,136983
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Campbellton Regional Hospital Campbellton NB,0,2033774
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Cape Breton District Health Authority Sydney NS,0,5431251
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Capital Care Edmonton Alta,0,1843547
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Capital District Health Authority Halifax NS,0,22566477
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Capital Health Alberta Hospital Edmonton Edmonton Alta,0,1700953
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Capital Therapy Services Ottawa Ont,0,409975
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Carewest Calgary Alta,0,3630518
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Cedarstone Enhanced Care Halifax NS,0,162450
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Centres d'h̩bergement et de soins de longue dur̩e au Qu̩bec Montr̩al Que,0,140375
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Centres de sant̩ et de services sociaux Montr̩al Que,0,217768
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Centres Hospitaliers Maria Que,0,6354315
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Ch̢teau Westmount Montr̩al Que,0,184038
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Cira Medical Services Edmonton Alta,0,116959
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Dallal A (Dr) Ville Mont-Royal Que,0,314504
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Deer Lodge Centre Winnipeg Man,0,3454961
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Dover House Nanaimo BC,0,134235
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Dr Georges-L-Dumont University Hospital Centre Moncton NB,0,4579982
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Dr Hugh Twomey Health Care Center Botwood NL,0,973354
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Dudderidge McOuat J Delta BC,0,115763
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Durand D Sherbrooke Que,0,104705
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Falls Villa Grand Falls NB,0,609597
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Franz M North Bay Ont,0,120240
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,George Derby Centre Burnaby BC,0,6199765
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Golden Life Management Cranbrook BC,0,121596
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Grand View Manor Berwick NS,0,192305
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Harbour View Haven Lunenburg NS,0,133712
2012/2013,24,Veterans Affairs,21,Veterans Affairs,45,Health and Welfare Services,Harbourside Rehabilitation Bedford NS,0,202375
2012/2013,24,Veterans Affairs,21,Veterans Affairs,89,Other Services,Statistics Canada Ottawa Ont,0,400000
2012/2013,24,Veterans Affairs,21,Veterans Affairs,89,Other Services,Transbus St-Chrysostome Que,0,179512
2012/2013,24,Veterans Affairs,21,Veterans Affairs,89,Other Services,"Service payments under $100,000 (197 payees)",0,1167281
2012/2013,24,Veterans Affairs,21,Veterans Affairs,89,Other Services,Public Works and Government Services Canada Gatineau Que,0,194954
2012/2013,24,Veterans Affairs,21,Veterans Affairs,89,Other Services,Shared Services Canada Ottawa Que,0,376127
2012/2013,24,Veterans Affairs,21,Veterans Affairs,89,Other Services,HDP Group Inc Ottawa Ont,0,134700
2012/2013,24,Veterans Affairs,21,Veterans Affairs,89,Other Services,I4C Information Technology Consulting Inc Ottawa Ont,0,155919
2012/2013,24,Veterans Affairs,21,Veterans Affairs,89,Other Services,Office of the Superintendent of Financial Institutions Ottawa Ont,0,459250
2012/2013,24,Veterans Affairs,21,Veterans Affairs,86,Temporary Help Services,Harrington Staffing Services Ottawa Ont,0,126606
2012/2013,24,Veterans Affairs,21,Veterans Affairs,86,Temporary Help Services,Services PRN Inc Athelstan Que,0,193866
2012/2013,24,Veterans Affairs,21,Veterans Affairs,86,Temporary Help Services,"Service payments under $100,000 (12 payees)",0,175374
2012/2013,24,Veterans Affairs,21,Veterans Affairs,87,Interpretation and Translation Services,,2210081,0
2012/2013,24,Veterans Affairs,21,Veterans Affairs,87,Interpretation and Translation Services,Public Works and Government Services Canada Gatineau Que,0,2187835
2012/2013,24,Veterans Affairs,21,Veterans Affairs,87,Interpretation and Translation Services,"Service payments under $100,000 (12 payees)",0,22246
2012/2013,24,Veterans Affairs,21,Veterans Affairs,89,Other Services,,5735919,0
2012/2013,24,Veterans Affairs,21,Veterans Affairs,89,Other Services,Canada Boarder Services Agency Ottawa Ont,0,-132137
2012/2013,24,Veterans Affairs,21,Veterans Affairs,89,Other Services,Canadian Red Cross Verdun Que,0,257000
2012/2013,24,Veterans Affairs,21,Veterans Affairs,89,Other Services,CGI Information Systems and Management Montr̩al Que,0,2543313
2012/2013,24,Veterans Affairs,21,Veterans Affairs,48,Management Consulting,Public Works and Government Services Canada Gatineau Que,0,203414
2012/2013,24,Veterans Affairs,21,Veterans Affairs,48,Management Consulting,"Service payments under $100,000 (18 payees)",0,136847
2012/2013,24,Veterans Affairs,21,Veterans Affairs,82,Special Fees and Services,,709370,0
2012/2013,24,Veterans Affairs,21,Veterans Affairs,82,Special Fees and Services,"Service payments under $100,000 (751 payees)",0,709370
2012/2013,24,Veterans Affairs,21,Veterans Affairs,86,Temporary Help Services,,967761,0
